Label,ESM,Others,Move,Route_Conflict (Move),Route_Conflict (Rot),Rotation,Sum,RotCount
L397,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L398,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L404,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L407,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L408,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L413,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L414,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L420,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L423,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L424,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L429,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L430,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L435,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L436,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L442,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L446,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L449,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L450,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L455,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L456,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L461,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L462,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L468,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L472,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L476,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L479,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L480,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L485,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L486,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L492,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L495,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L496,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L501,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L502,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L507,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L508,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L514,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L518,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L522,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L526,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L529,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L530,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L536,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L540,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L543,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L544,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L550,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L554,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L557,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L558,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L563,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L564,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L569,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L570,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L575,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L576,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L581,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L582,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L587,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L588,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L594,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
