Label,ESM,Others,Move,Route_Conflict (Move),Route_Conflict (Rot),Rotation,Sum,RotCount
L40795,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40801,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40805,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40815,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40825,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40843,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40859,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40867,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40881,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40887,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40897,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40901,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40907,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40915,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40924,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40930,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40936,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40946,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40952,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40960,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40966,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40972,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40978,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40984,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40988,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L40994,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41000,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41006,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41012,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41016,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41022,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41028,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41034,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41040,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41048,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41054,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41060,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41066,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41070,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41080,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41084,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41090,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41096,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41102,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41108,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41114,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41118,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41128,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41138,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41148,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41156,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41166,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41176,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41182,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41186,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41196,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41206,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41216,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41222,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41232,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41242,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41246,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41260,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41266,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41270,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41276,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41282,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41288,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41294,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41298,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41306,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41312,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41318,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41324,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41330,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41338,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41344,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41350,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L41356,237.0,1.0,0.0,0.0,0.0,0.0,238.0,0
L10,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L11,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L16,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L17,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L23,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L26,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L27,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L32,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L33,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L39,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L43,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L46,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L47,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L52,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L53,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L58,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L59,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L64,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L65,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L71,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L74,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L75,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L80,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L81,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L86,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L87,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L92,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L93,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L99,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
L102,237.0,60.0,0.0,0.0,0.0,0.0,297.0,0
