rs_sf,num_msd_sf,num_msc_sf,num_ysd_sf,time,space,spacetime,num_benchmarks,num_rows
"(1.8, 1.5, 1.6)",1.8,1.5,1.6,1.0,2.080068392117219,2.080068392117219,4,4
"(1.8, 1.5, 1.7)",1.8,1.5,1.7,1.0,2.10866126853266,2.10866126853266,4,4
"(1.8, 1.5, 1.8)",1.8,1.5,1.8,1.0,2.1263691266140063,2.1263691266140063,4,4
"(1.8, 1.5, 1.9)",1.8,1.5,1.9,1.0,2.1495306511676304,2.1495306511676304,4,4
"(1.8, 1.5, 2.0)",1.8,1.5,2.0,1.0,2.17378690558269,2.17378690558269,4,4
"(1.8, 1.6, 0.5)",1.8,1.6,0.5,2.1058906202226675,1.8535519845401558,3.904192611316239,4,4
"(1.8, 1.6, 0.6)",1.8,1.6,0.6,1.7214105138439473,1.8780042141755835,3.235536018684511,4,4
"(1.8, 1.6, 0.7)",1.8,1.6,0.7,1.4538963379151735,1.9015240727980525,2.7636714708983283,4,4
"(1.8, 1.6, 0.8)",1.8,1.6,0.8,1.3096806779910015,1.9217496211645866,2.512953441130606,4,4
"(1.8, 1.6, 0.9)",1.8,1.6,0.9,1.1524047341018826,1.944615757455852,2.2420883415095245,4,4
"(1.8, 1.6, 1.0)",1.8,1.6,1.0,1.0249390202545523,1.9712431045458523,2.021649317939031,4,4
"(1.8, 1.6, 1.1)",1.8,1.6,1.1,1.0,1.9923464208943757,1.9923464208943757,4,4
"(1.8, 1.6, 1.2)",1.8,1.6,1.2,1.0,2.0189182652127324,2.0189182652127324,4,4
"(1.8, 1.6, 1.3)",1.8,1.6,1.3,1.0,2.0351900914541745,2.0351900914541745,4,4
"(1.8, 1.6, 1.4)",1.8,1.6,1.4,1.0,2.061712226394558,2.061712226394558,4,4
"(1.8, 1.6, 1.5)",1.8,1.6,1.5,1.0,2.08491411613703,2.08491411613703,4,4
"(1.8, 1.6, 1.6)",1.8,1.6,1.6,1.0,2.102562781376207,2.102562781376207,4,4
"(1.8, 1.6, 1.7)",1.8,1.6,1.7,1.0,2.1253377284746984,2.1253377284746984,4,4
"(1.8, 1.6, 1.8)",1.8,1.6,1.8,1.0,2.1452049069664327,2.1452049069664327,4,4
"(1.8, 1.6, 1.9)",1.8,1.6,1.9,1.0,2.1661285305533973,2.1661285305533973,4,4
"(1.8, 1.6, 2.0)",1.8,1.6,2.0,1.0,2.1925422259793077,2.1925422259793077,4,4
"(1.8, 1.7, 0.5)",1.8,1.7,0.5,2.1058906202226675,1.8740333149662887,3.94743386205223,4,4
"(1.8, 1.7, 0.6)",1.8,1.7,0.6,1.7214105138439473,1.8984644669859947,3.266483154309761,4,4
"(1.8, 1.7, 0.7)",1.8,1.7,0.7,1.4538963379151735,1.9219537520769505,2.79757469667841,4,4
"(1.8, 1.7, 0.8)",1.8,1.7,0.8,1.3096806779910015,1.942137476035273,2.5454877361011734,4,4
"(1.8, 1.7, 0.9)",1.8,1.7,0.9,1.1524047341018826,1.9649975781670732,2.2640264269485737,4,4
"(1.8, 1.7, 1.0)",1.8,1.7,1.0,1.0249390202545523,1.991609500279765,2.042003246872602,4,4
"(1.8, 1.7, 1.1)",1.8,1.7,1.1,1.0,2.0126834369174835,2.0126834369174835,4,4
"(1.8, 1.7, 1.2)",1.8,1.7,1.2,1.0,2.0392412145870837,2.0392412145870837,4,4
"(1.8, 1.7, 1.3)",1.8,1.7,1.3,1.0,2.055485314196217,2.055485314196217,4,4
"(1.8, 1.7, 1.4)",1.8,1.7,1.4,1.0,2.0819945800773296,2.0819945800773296,4,4
"(1.8, 1.7, 1.5)",1.8,1.7,1.5,1.0,2.105172973116715,2.105172973116715,4,4
"(1.8, 1.7, 1.6)",1.8,1.7,1.6,1.0,2.122799076764874,2.122799076764874,4,4
"(1.8, 1.7, 1.7)",1.8,1.7,1.7,1.0,2.145570689619338,2.145570689619338,4,4
"(1.8, 1.7, 1.8)",1.8,1.7,1.8,1.0,2.165405321110277,2.165405321110277,4,4
"(1.8, 1.7, 1.9)",1.8,1.7,1.9,1.0,2.1863053700369877,2.1863053700369877,4,4
"(1.8, 1.7, 2.0)",1.8,1.7,2.0,1.0,2.212709187363672,2.212709187363672,4,4
"(1.8, 1.8, 0.5)",1.8,1.8,0.5,2.1058906202226675,1.889481409608205,3.979849609665047,4,4
"(1.8, 1.8, 0.6)",1.8,1.8,0.6,1.7214105138439473,1.9161744765940831,3.2979380532219964,4,4
"(1.8, 1.8, 0.7)",1.8,1.8,0.7,1.4538963379151735,1.9396070112517407,2.822587027409382,4,4
"(1.8, 1.8, 0.8)",1.8,1.8,0.8,1.3096806779910015,1.955963710100423,2.5631955601143956,4,4
"(1.8, 1.8, 0.9)",1.8,1.8,0.9,1.1524047341018826,1.98256329341749,2.283985768408467,4,4
"(1.8, 1.8, 1.0)",1.8,1.8,1.0,1.0249390202545523,2.006884486860739,2.057333273711423,4,4
"(1.8, 1.8, 1.1)",1.8,1.8,1.1,1.0,2.0337292152391497,2.0337292152391497,4,4
"(1.8, 1.8, 1.2)",1.8,1.8,1.2,1.0,2.0565397383982957,2.0565397383982957,4,4
"(1.8, 1.8, 1.3)",1.8,1.8,1.3,1.0,2.0764775246161595,2.0764775246161595,4,4
"(1.8, 1.8, 1.4)",1.8,1.8,1.4,1.0,2.1029674457589755,2.1029674457589755,4,4
"(1.8, 1.8, 1.5)",1.8,1.8,1.5,1.0,2.1239153425094783,2.1239153425094783,4,4
"(1.8, 1.8, 1.6)",1.8,1.8,1.6,1.0,2.141528157632749,2.141528157632749,4,4
"(1.8, 1.8, 1.7)",1.8,1.8,1.7,1.0,2.1665115310859204,2.1665115310859204,4,4
"(1.8, 1.8, 1.8)",1.8,1.8,1.8,1.0,2.184106970706041,2.184106970706041,4,4
"(1.8, 1.8, 1.9)",1.8,1.8,1.9,1.0,2.207182824856119,2.207182824856119,4,4
"(1.8, 1.8, 2.0)",1.8,1.8,2.0,1.0,2.231386254028117,2.231386254028117,4,4
"(1.8, 1.9, 0.5)",1.8,1.9,0.5,2.1058906202226675,1.9098663307244146,4.02288599504804,4,4
"(1.8, 1.9, 0.6)",1.8,1.9,0.6,1.7214105138439473,1.9365431042735735,3.3321428183551864,4,4
"(1.8, 1.9, 0.7)",1.8,1.9,0.7,1.4538963379151735,1.957664738573102,2.8450740786291857,4,4
"(1.8, 1.9, 0.8)",1.8,1.9,0.8,1.3096806779910015,1.976274957957899,2.5866630600262632,4,4
"(1.8, 1.9, 0.9)",1.8,1.9,0.9,1.1524047341018826,2.0028604873555698,2.3093484987411266,4,4
"(1.8, 1.9, 1.0)",1.8,1.9,1.0,1.0249390202545523,2.0271656330263546,2.077604819165194,4,4
"(1.8, 1.9, 1.1)",1.8,1.9,1.1,1.0,2.0504210617647622,2.0504210617647622,4,4
"(1.8, 1.9, 1.2)",1.8,1.9,1.2,1.0,2.0732128981775197,2.0732128981775197,4,4
"(1.8, 1.9, 1.3)",1.8,1.9,1.3,1.0,2.0931066683506963,2.0931066683506963,4,4
"(1.8, 1.9, 1.4)",1.8,1.9,1.4,1.0,2.1173532020932653,2.1173532020932653,4,4
"(1.8, 1.9, 1.5)",1.8,1.9,1.5,1.0,2.140477106577212,2.140477106577212,4,4
"(1.8, 1.9, 1.6)",1.8,1.9,1.6,1.0,2.158064046211174,2.158064046211174,4,4
"(1.8, 1.9, 1.7)",1.8,1.9,1.7,1.0,2.1830299398674606,2.1830299398674606,4,4
"(1.8, 1.9, 1.8)",1.8,1.9,1.8,1.0,2.204245828332874,2.204245828332874,4,4
"(1.8, 1.9, 1.9)",1.8,1.9,1.9,1.0,2.2273022420879007,2.2273022420879007,4,4
"(1.8, 1.9, 2.0)",1.8,1.9,2.0,1.0,2.251494338789946,2.251494338789946,4,4
"(1.8, 2.0, 0.5)",1.8,2.0,0.5,2.1058906202226675,1.9325101916321672,4.070142050101597,4,4
"(1.8, 2.0, 0.6)",1.8,2.0,0.6,1.7214105138439473,1.9568669512393344,3.3674959940293165,4,4
"(1.8, 2.0, 0.7)",1.8,2.0,0.7,1.4538963379151735,1.9802448739191632,2.883251840417662,4,4
"(1.8, 2.0, 0.8)",1.8,2.0,0.8,1.3096806779910015,1.9988086434248025,2.6178146152246327,4,4
"(1.8, 2.0, 0.9)",1.8,2.0,0.9,1.1524047341018826,2.0231160589132404,2.331134759716591,4,4
"(1.8, 2.0, 1.0)",1.8,2.0,1.0,1.0249390202545523,2.0496572327109193,2.1001236285381997,4,4
"(1.8, 2.0, 1.1)",1.8,2.0,1.1,1.0,2.070638081630822,2.070638081630822,4,4
"(1.8, 2.0, 1.2)",1.8,2.0,1.2,1.0,2.097129750087104,2.097129750087104,4,4
"(1.8, 2.0, 1.3)",1.8,2.0,1.3,1.0,2.1132872593947445,2.1132872593947445,4,4
"(1.8, 2.0, 1.4)",1.8,2.0,1.4,1.0,2.1397346303649827,2.1397346303649827,4,4
"(1.8, 2.0, 1.5)",1.8,2.0,1.5,1.0,2.1628252775921344,2.1628252775921344,4,4
"(1.8, 2.0, 1.6)",1.8,2.0,1.6,1.0,2.180410511901409,2.180410511901409,4,4
"(1.8, 2.0, 1.7)",1.8,2.0,1.7,1.0,2.203157639324718,2.203157639324718,4,4
"(1.8, 2.0, 1.8)",1.8,2.0,1.8,1.0,2.222882831151102,2.222882831151102,4,4
"(1.8, 2.0, 1.9)",1.8,2.0,1.9,1.0,2.2437070774147823,2.2437070774147823,4,4
"(1.8, 2.0, 2.0)",1.8,2.0,2.0,1.0,2.2700589993756766,2.2700589993756766,4,4
"(1.9, 0.5, 0.5)",1.9,0.5,0.5,2.1160771853585394,1.6719665227390927,3.5392987462716086,4,4
"(1.9, 0.5, 0.6)",1.9,0.5,0.6,2.0699158038669014,1.69363856895842,3.5065184640126263,4,4
"(1.9, 0.5, 0.7)",1.9,0.5,0.7,2.0699158038669014,1.7191008286633382,3.5575557151894217,4,4
"(1.9, 0.5, 0.8)",1.9,0.5,0.8,2.0699158038669014,1.7375556911177479,3.596074132104285,4,4
"(1.9, 0.5, 0.9)",1.9,0.5,0.9,2.0699158038669014,1.7645697699438416,3.650214132516668,4,4
"(1.9, 0.5, 1.0)",1.9,0.5,1.0,2.0699158038669014,1.7883750200733715,3.703460347077737,4,4
"(1.9, 0.5, 1.1)",1.9,0.5,1.1,2.0699158038669014,1.8113896126835,3.7512038712823794,4,4
"(1.9, 0.5, 1.2)",1.9,0.5,1.2,2.0699158038669014,1.835106558931047,3.7986924875856887,4,4
"(1.9, 0.5, 1.3)",1.9,0.5,1.3,2.0699158038669014,1.8532806176005447,3.8350095421412624,4,4
"(1.9, 0.5, 1.4)",1.9,0.5,1.4,2.0699158038669014,1.8800988142427517,3.8903580255287133,4,4
"(1.9, 0.5, 1.5)",1.9,0.5,1.5,2.0699158038669014,1.9030419650843786,3.9386075040779818,4,4
"(1.9, 0.5, 1.6)",1.9,0.5,1.6,2.0699158038669014,1.917550980012266,3.9675968944121056,4,4
"(1.9, 0.5, 1.7)",1.9,0.5,1.7,2.0699158038669014,1.9443138121579913,4.026050128940841,4,4
"(1.9, 0.5, 1.8)",1.9,0.5,1.8,2.0699158038669014,1.9645673106688393,4.066556133452276,4,4
"(1.9, 0.5, 1.9)",1.9,0.5,1.9,2.0699158038669014,1.9874645688988164,4.112436278210386,4,4
"(1.9, 0.5, 2.0)",1.9,0.5,2.0,2.0699158038669014,2.01433526729014,4.173337173118627,4,4
"(1.9, 0.6, 0.5)",1.9,0.6,0.5,2.1058906202226675,1.6897840545869394,3.555295568816278,4,4
"(1.9, 0.6, 0.6)",1.9,0.6,0.6,1.7446955838926579,1.7168899296732494,2.9984194328238534,4,4
"(1.9, 0.6, 0.7)",1.9,0.6,0.7,1.7074651293378351,1.73997593165279,2.9696713794076435,4,4
"(1.9, 0.6, 0.8)",1.9,0.6,0.8,1.7074651293378351,1.7607026280108058,3.0049360693339446,4,4
"(1.9, 0.6, 0.9)",1.9,0.6,0.9,1.7074651293378351,1.782181606912225,3.0424041904216472,4,4
"(1.9, 0.6, 1.0)",1.9,0.6,1.0,1.7074651293378351,1.8091202711145222,3.0892622373092977,4,4
"(1.9, 0.6, 1.1)",1.9,0.6,1.1,1.7074651293378351,1.8344198361683957,3.1326828726180618,4,4
"(1.9, 0.6, 1.2)",1.9,0.6,1.2,1.7074651293378351,1.855801384978357,3.166842786286396,4,4
"(1.9, 0.6, 1.3)",1.9,0.6,1.3,1.7074651293378351,1.876192516241553,3.2038857084869905,4,4
"(1.9, 0.6, 1.4)",1.9,0.6,1.4,1.7074651293378351,1.9007189386831198,3.244136499565646,4,4
"(1.9, 0.6, 1.5)",1.9,0.6,1.5,1.7074651293378351,1.9259062618589917,3.2875079885467775,4,4
"(1.9, 0.6, 1.6)",1.9,0.6,1.6,1.7074651293378351,1.9403873803539875,3.3148321748531506,4,4
"(1.9, 0.6, 1.7)",1.9,0.6,1.7,1.7074651293378351,1.9648599952972774,3.3551860229922053,4,4
"(1.9, 0.6, 1.8)",1.9,0.6,1.8,1.7074651293378351,1.9850700938509682,3.3862124151932624,4,4
"(1.9, 0.6, 1.9)",1.9,0.6,1.9,1.7099559676573792,2.011741663464358,3.4404163519686723,4,4
"(1.9, 0.6, 2.0)",1.9,0.6,2.0,1.7074651293378351,2.031343343011256,3.469746735904246,4,4
"(1.9, 0.7, 0.5)",1.9,0.7,0.5,2.1058906202226675,1.710636776836326,3.602591601199694,4,4
"(1.9, 0.7, 0.6)",1.9,0.7,0.6,1.7214105138439473,1.7377131140585358,2.989063339949864,4,4
"(1.9, 0.7, 0.7)",1.9,0.7,0.7,1.4849579110979978,1.760784679755256,2.6143627962041984,4,4
"(1.9, 0.7, 0.8)",1.9,0.7,0.8,1.4749744605522952,1.7814549476409052,2.6278180806693587,4,4
"(1.9, 0.7, 0.9)",1.9,0.7,0.9,1.4749744605522952,1.8028912158970063,2.6596107779691818,4,4
"(1.9, 0.7, 1.0)",1.9,0.7,1.0,1.4749744605522952,1.8298054189101496,2.7008657187829286,4,4
"(1.9, 0.7, 1.1)",1.9,0.7,1.1,1.4749744605522952,1.8550965579555438,2.7371329713140042,4,4
"(1.9, 0.7, 1.2)",1.9,0.7,1.2,1.4749744605522952,1.8764389763484741,2.767344420170455,4,4
"(1.9, 0.7, 1.3)",1.9,0.7,1.3,1.4749744605522952,1.8967821392288104,2.7954466693814726,4,4
"(1.9, 0.7, 1.4)",1.9,0.7,1.4,1.4749744605522952,1.9212852621549366,2.835849250628558,4,4
"(1.9, 0.7, 1.5)",1.9,0.7,1.5,1.4749744605522952,1.948024537692444,2.873489482623281,4,4
"(1.9, 0.7, 1.6)",1.9,0.7,1.6,1.4749744605522952,1.960904754497329,2.892963293909457,4,4
"(1.9, 0.7, 1.7)",1.9,0.7,1.7,1.4749744605522952,1.9853563870399042,2.9260566341076397,4,4
"(1.9, 0.7, 1.8)",1.9,0.7,1.8,1.4749744605522952,2.0055246865063,2.9572960588040926,4,4
"(1.9, 0.7, 1.9)",1.9,0.7,1.9,1.4749744605522952,2.0321797699533555,2.9963501446787952,4,4
"(1.9, 0.7, 2.0)",1.9,0.7,2.0,1.4749744605522952,2.0517633204410424,3.0280094113886897,4,4
"(1.9, 0.8, 0.5)",1.9,0.8,0.5,2.1058906202226675,1.7320760949568808,3.6508034514771577,4,4
"(1.9, 0.8, 0.6)",1.9,0.8,0.6,1.7214105138439473,1.7535898369063314,3.019158729206332,4,4
"(1.9, 0.8, 0.7)",1.9,0.8,0.7,1.4538963379151735,1.782287131241343,2.591382375463425,4,4
"(1.9, 0.8, 0.8)",1.9,0.8,0.8,1.3147277105264443,1.8005633979818358,2.368668014239532,4,4
"(1.9, 0.8, 0.9)",1.9,0.8,0.9,1.2899030945146899,1.8242873435427427,2.351976967963587,4,4
"(1.9, 0.8, 1.0)",1.9,0.8,1.0,1.2899030945146899,1.848862978020582,2.383697845173699,4,4
"(1.9, 0.8, 1.1)",1.9,0.8,1.1,1.2899030945146899,1.874146438193775,2.4162332389405665,4,4
"(1.9, 0.8, 1.2)",1.9,0.8,1.2,1.2899030945146899,1.8977449021699315,2.4484784415463734,4,4
"(1.9, 0.8, 1.3)",1.9,0.8,1.3,1.2899030945146899,1.9157657504899028,2.470246977846716,4,4
"(1.9, 0.8, 1.4)",1.9,0.8,1.4,1.2899030945146899,1.9425148724311003,2.5057487407727215,4,4
"(1.9, 0.8, 1.5)",1.9,0.8,1.5,1.2899030945146899,1.9654282095906492,2.535809463238982,4,4
"(1.9, 0.8, 1.6)",1.9,0.8,1.6,1.2899030945146899,1.979837798103093,2.5531650597388387,4,4
"(1.9, 0.8, 1.7)",1.9,0.8,1.7,1.2899030945146899,2.0065378784385164,2.5869855768914385,4,4
"(1.9, 0.8, 1.8)",1.9,0.8,1.8,1.2899030945146899,2.0244103294561775,2.6135021051619716,4,4
"(1.9, 0.8, 1.9)",1.9,0.8,1.9,1.2899030945146899,2.049529497510022,2.642437436692063,4,4
"(1.9, 0.8, 2.0)",1.9,0.8,2.0,1.2899030945146899,2.0728501960229093,2.670973154853822,4,4
"(1.9, 0.9, 0.5)",1.9,0.9,0.5,2.1058906202226675,1.7496568623555468,3.687513497101557,4,4
"(1.9, 0.9, 0.6)",1.9,0.9,0.6,1.7214105138439473,1.7742885535760442,3.0516775991828347,4,4
"(1.9, 0.9, 0.7)",1.9,0.9,0.7,1.4538963379151735,1.7996665740340445,2.6157122680480507,4,4
"(1.9, 0.9, 0.8)",1.9,0.9,0.8,1.3096806779910015,1.8178789697280873,2.3820489379303886,4,4
"(1.9, 0.9, 0.9)",1.9,0.9,0.9,1.162491958505844,1.841547495470082,2.140118988449559,4,4
"(1.9, 0.9, 1.0)",1.9,0.9,1.0,1.1474263482279032,1.8660785817052863,2.139856500807677,4,4
"(1.9, 0.9, 1.1)",1.9,0.9,1.1,1.1474263482279032,1.8913340214377208,2.1688746131471035,4,4
"(1.9, 0.9, 1.2)",1.9,0.9,1.2,1.1474263482279032,1.9148814026984755,2.1979981709715477,4,4
"(1.9, 0.9, 1.3)",1.9,0.9,1.3,1.1474263482279032,1.9328471883293048,2.217354701358373,4,4
"(1.9, 0.9, 1.4)",1.9,0.9,1.4,1.1474263482279032,1.9629960620059987,2.2512262465646846,4,4
"(1.9, 0.9, 1.5)",1.9,0.9,1.5,1.1474263482279032,1.9859020348003555,2.278955976275684,4,4
"(1.9, 0.9, 1.6)",1.9,0.9,1.6,1.1474263482279032,2.0002716946315062,2.293313650435134,4,4
"(1.9, 0.9, 1.7)",1.9,0.9,1.7,1.1474263482279032,2.0269554402551737,2.323682018871353,4,4
"(1.9, 0.9, 1.8)",1.9,0.9,1.8,1.1474263482279032,2.0447861628370245,2.3463742640153873,4,4
"(1.9, 0.9, 1.9)",1.9,0.9,1.9,1.1474263482279032,2.0699023778083188,2.3751788530192863,4,4
"(1.9, 0.9, 2.0)",1.9,0.9,2.0,1.1449454118803335,2.0931973348596093,2.3994371229754106,4,4
"(1.9, 1.0, 0.5)",1.9,1.0,0.5,2.1058906202226675,1.7703232715986603,3.7311713404164006,4,4
"(1.9, 1.0, 0.6)",1.9,1.0,0.6,1.7214105138439473,1.797285358160667,3.0957812991380407,4,4
"(1.9, 1.0, 0.7)",1.9,1.0,0.7,1.4538963379151735,1.8202976825773407,2.646419155716241,4,4
"(1.9, 1.0, 0.8)",1.9,1.0,0.8,1.3096806779910015,1.8407863128736903,2.4082763395028137,4,4
"(1.9, 1.0, 0.9)",1.9,1.0,0.9,1.1524047341018826,1.8620915652491254,2.1435459866065596,4,4
"(1.9, 1.0, 1.0)",1.9,1.0,1.0,1.0349879226348488,1.8889076952785344,1.95452940753892,4,4
"(1.9, 1.0, 1.1)",1.9,1.0,1.1,1.0324909492648806,1.9118494699043618,1.9706928063169484,4,4
"(1.9, 1.0, 1.2)",1.9,1.0,1.2,1.0324909492648806,1.9353652947232491,1.995710041922001,4,4
"(1.9, 1.0, 1.3)",1.9,1.0,1.3,1.0324909492648806,1.9555529762971762,2.0158600290223,4,4
"(1.9, 1.0, 1.4)",1.9,1.0,1.4,1.0324909492648806,1.9799768620744438,2.045816929406763,4,4
"(1.9, 1.0, 1.5)",1.9,1.0,1.5,1.0299757272973473,2.005112160936034,2.064358234450591,4,4
"(1.9, 1.0, 1.6)",1.9,1.0,1.6,1.0324909492648806,2.0194588739239414,2.0852598239096025,4,4
"(1.9, 1.0, 1.7)",1.9,1.0,1.7,1.0324909492648806,2.0438376629182726,2.1111152374435567,4,4
"(1.9, 1.0, 1.8)",1.9,1.0,1.8,1.0299757272973473,2.063868643941968,2.124473709649223,4,4
"(1.9, 1.0, 1.9)",1.9,1.0,1.9,1.0324909492648806,2.088214165932931,2.155446584401206,4,4
"(1.9, 1.0, 2.0)",1.9,1.0,2.0,1.0324909492648806,2.1099716060950446,2.177197326563554,4,4
"(1.9, 1.1, 0.5)",1.9,1.1,0.5,2.1058906202226675,1.79329597292648,3.776928212665547,4,4
"(1.9, 1.1, 0.6)",1.9,1.1,0.6,1.7214105138439473,1.817870933074574,3.1280960818982235,4,4
"(1.9, 1.1, 0.7)",1.9,1.1,0.7,1.4538963379151735,1.8432168574841843,2.681728742227725,4,4
"(1.9, 1.1, 0.8)",1.9,1.1,0.8,1.3096806779910015,1.8613139371944318,2.437520931880273,4,4
"(1.9, 1.1, 0.9)",1.9,1.1,0.9,1.1524047341018826,1.8848979250329236,2.1735286576509125,4,4
"(1.9, 1.1, 1.0)",1.9,1.1,1.0,1.0249390202545523,1.9093809157298924,1.9578249481920722,4,4
"(1.9, 1.1, 1.1)",1.9,1.1,1.1,1.0,1.93461134277152,1.93461134277152,4,4
"(1.9, 1.1, 1.2)",1.9,1.1,1.2,1.0,1.958081543865759,1.958081543865759,4,4
"(1.9, 1.1, 1.3)",1.9,1.1,1.3,1.0,1.9759472549688732,1.9759472549688732,4,4
"(1.9, 1.1, 1.4)",1.9,1.1,1.4,1.0,2.0026117595785826,2.0026117595785826,4,4
"(1.9, 1.1, 1.5)",1.9,1.1,1.5,1.0,2.026994777020632,2.026994777020632,4,4
"(1.9, 1.1, 1.6)",1.9,1.1,1.6,1.0,2.039794879676357,2.039794879676357,4,4
"(1.9, 1.1, 1.7)",1.9,1.1,1.7,1.0,2.0664166436597133,2.0664166436597133,4,4
"(1.9, 1.1, 1.8)",1.9,1.1,1.8,1.0,2.0841518070821805,2.0841518070821805,4,4
"(1.9, 1.1, 1.9)",1.9,1.1,1.9,1.0,2.107394915265053,2.107394915265053,4,4
"(1.9, 1.1, 2.0)",1.9,1.1,2.0,1.0,2.1324518463869566,2.1324518463869566,4,4
"(1.9, 1.2, 0.5)",1.9,1.2,0.5,2.1058906202226675,1.8138511514243425,3.821939636637979,4,4
"(1.9, 1.2, 0.6)",1.9,1.2,0.6,1.7214105138439473,1.838402496383753,3.1626474202040065,4,4
"(1.9, 1.2, 0.7)",1.9,1.2,0.7,1.4538963379151735,1.863741597056067,2.7084912094309734,4,4
"(1.9, 1.2, 0.8)",1.9,1.2,0.8,1.3096806779910015,1.881790285049839,2.4654372521797154,4,4
"(1.9, 1.2, 0.9)",1.9,1.2,0.9,1.1524047341018826,1.9053427524181357,2.195545221574404,4,4
"(1.9, 1.2, 1.0)",1.9,1.2,1.0,1.0249390202545523,1.92980558316954,1.9797604556159358,4,4
"(1.9, 1.2, 1.1)",1.9,1.2,1.1,1.0,1.9532785669528587,1.9532785669528587,4,4
"(1.9, 1.2, 1.2)",1.9,1.2,1.2,1.0,1.9784729541822594,1.9784729541822594,4,4
"(1.9, 1.2, 1.3)",1.9,1.2,1.3,1.0,1.9962965259027834,1.9962965259027834,4,4
"(1.9, 1.2, 1.4)",1.9,1.2,1.4,1.0,2.0229462239761866,2.0229462239761866,4,4
"(1.9, 1.2, 1.5)",1.9,1.2,1.5,1.0,2.044002322674033,2.044002322674033,4,4
"(1.9, 1.2, 1.6)",1.9,1.2,1.6,1.0,2.0600889482959586,2.0600889482959586,4,4
"(1.9, 1.2, 1.7)",1.9,1.2,1.7,1.0,2.0866973988244673,2.0866973988244673,4,4
"(1.9, 1.2, 1.8)",1.9,1.2,1.8,1.0,2.1043952007801368,2.1043952007801368,4,4
"(1.9, 1.2, 1.9)",1.9,1.2,1.9,1.0,2.12761545112579,2.12761545112579,4,4
"(1.9, 1.2, 2.0)",1.9,1.2,2.0,1.0,2.152671511740501,2.152671511740501,4,4
"(1.9, 1.3, 0.5)",1.9,1.3,0.5,2.1058906202226675,1.8294689490429532,3.8531233181803315,4,4
"(1.9, 1.3, 0.6)",1.9,1.3,0.6,1.7214105138439473,1.8563311752518716,3.1944722994439525,4,4
"(1.9, 1.3, 0.7)",1.9,1.3,0.7,1.4538963379151735,1.8792937915661228,2.7343005422996813,4,4
"(1.9, 1.3, 0.8)",1.9,1.3,0.8,1.3096806779910015,1.8996188202823558,2.489598053841651,4,4
"(1.9, 1.3, 0.9)",1.9,1.3,0.9,1.1524047341018826,1.9208080021739335,2.2125755161479,4,4
"(1.9, 1.3, 1.0)",1.9,1.3,1.0,1.0249390202545523,1.947538003503533,1.9975825354297185,4,4
"(1.9, 1.3, 1.1)",1.9,1.3,1.1,1.0,1.9704384616927415,1.9704384616927415,4,4
"(1.9, 1.3, 1.2)",1.9,1.3,1.2,1.0,1.993840695598421,1.993840695598421,4,4
"(1.9, 1.3, 1.3)",1.9,1.3,1.3,1.0,2.013887521793262,2.013887521793262,4,4
"(1.9, 1.3, 1.4)",1.9,1.3,1.4,1.0,2.038242331594705,2.038242331594705,4,4
"(1.9, 1.3, 1.5)",1.9,1.3,1.5,1.0,2.0633378607418775,2.0633378607418775,4,4
"(1.9, 1.3, 1.6)",1.9,1.3,1.6,1.0,2.0811293787007643,2.0811293787007643,4,4
"(1.9, 1.3, 1.7)",1.9,1.3,1.7,1.0,2.1054616140065052,2.1054616140065052,4,4
"(1.9, 1.3, 1.8)",1.9,1.3,1.8,1.0,2.1253770309296627,2.1253770309296627,4,4
"(1.9, 1.3, 1.9)",1.9,1.3,1.9,1.0,2.148209992399313,2.148209992399313,4,4
"(1.9, 1.3, 2.0)",1.9,1.3,2.0,1.0,2.1713885240702084,2.1713885240702084,4,4
"(1.9, 1.4, 0.5)",1.9,1.4,0.5,2.1058906202226675,1.8499207715674302,3.8963367627603427,4,4
"(1.9, 1.4, 0.6)",1.9,1.4,0.6,1.7214105138439473,1.8767641309338212,3.2287783956247025,4,4
"(1.9, 1.4, 0.7)",1.9,1.4,0.7,1.4538963379151735,1.8997193889270945,2.7613978035483413,4,4
"(1.9, 1.4, 0.8)",1.9,1.4,0.8,1.3096806779910015,1.920001640317722,2.5155182082770082,4,4
"(1.9, 1.4, 0.9)",1.9,1.4,0.9,1.1524047341018826,1.9411597751149698,2.2378799342911924,4,4
"(1.9, 1.4, 1.0)",1.9,1.4,1.0,1.0249390202545523,1.9678741400987105,2.0179093325618855,4,4
"(1.9, 1.4, 1.1)",1.9,1.4,1.1,1.0,1.9907691322212138,1.9907691322212138,4,4
"(1.9, 1.4, 1.2)",1.9,1.4,1.2,1.0,2.0141449612712634,2.0141449612712634,4,4
"(1.9, 1.4, 1.3)",1.9,1.4,1.3,1.0,2.034154884178661,2.034154884178661,4,4
"(1.9, 1.4, 1.4)",1.9,1.4,1.4,1.0,2.0584942642513706,2.0584942642513706,4,4
"(1.9, 1.4, 1.5)",1.9,1.4,1.5,1.0,2.0802625242591226,2.0802625242591226,4,4
"(1.9, 1.4, 1.6)",1.9,1.4,1.6,1.0,2.0978225567698936,2.0978225567698936,4,4
"(1.9, 1.4, 1.7)",1.9,1.4,1.7,1.0,2.1221235795572784,2.1221235795572784,4,4
"(1.9, 1.4, 1.8)",1.9,1.4,1.8,1.0,2.1419967212760804,2.1419967212760804,4,4
